# Absorption coefficients
# Pure CO2
# Wavenumber range: 0-10000 cm-1, T: 296 K, P: 1 atm, step: 1 cm-1, Profile: Voigt, Wing: 50 HW, Scut: 1e-28 cm/mol
# KNa, Ka and thier units definition in Eqs(2)-(3) of  https://spectra.iao.ru/home.sim-theory.sp-functions.
# WN,cm-1           KNa,cm-1       Ka,cm**2/molecule (FORMAT F12.6,3X,E17.10,3X,E17.10)

  233.000000    0.0000000000E+00    0.0000000000E+00
  234.000000    0.0000000000E+00    0.0000000000E+00
  235.000000    0.0000000000E+00    0.0000000000E+00
  236.000000    0.0000000000E+00    0.0000000000E+00
  237.000000    0.0000000000E+00    0.0000000000E+00
  238.000000    0.0000000000E+00    0.0000000000E+00
  239.000000    0.0000000000E+00    0.0000000000E+00
  240.000000    0.0000000000E+00    0.0000000000E+00
  241.000000    0.0000000000E+00    0.0000000000E+00
  242.000000    0.0000000000E+00    0.0000000000E+00
  243.000000    0.0000000000E+00    0.0000000000E+00
  244.000000    0.0000000000E+00    0.0000000000E+00
  245.000000    0.0000000000E+00    0.0000000000E+00
  246.000000    0.0000000000E+00    0.0000000000E+00
  247.000000    0.0000000000E+00    0.0000000000E+00
  248.000000    0.0000000000E+00    0.0000000000E+00
  249.000000    0.0000000000E+00    0.0000000000E+00
  250.000000    0.0000000000E+00    0.0000000000E+00
  251.000000    0.0000000000E+00    0.0000000000E+00
  252.000000    0.0000000000E+00    0.0000000000E+00
  253.000000    0.0000000000E+00    0.0000000000E+00
  254.000000    0.0000000000E+00    0.0000000000E+00
  255.000000    0.0000000000E+00    0.0000000000E+00
  256.000000    0.0000000000E+00    0.0000000000E+00
  257.000000    0.0000000000E+00    0.0000000000E+00
  258.000000    0.0000000000E+00    0.0000000000E+00
  259.000000    0.0000000000E+00    0.0000000000E+00
  260.000000    0.0000000000E+00    0.0000000000E+00
  261.000000    0.0000000000E+00    0.0000000000E+00
  262.000000    0.0000000000E+00    0.0000000000E+00
  263.000000    0.0000000000E+00    0.0000000000E+00
  264.000000    0.0000000000E+00    0.0000000000E+00
  265.000000    0.0000000000E+00    0.0000000000E+00
  266.000000    0.0000000000E+00    0.0000000000E+00
  267.000000    0.0000000000E+00    0.0000000000E+00
  268.000000    0.0000000000E+00    0.0000000000E+00
  269.000000    0.0000000000E+00    0.0000000000E+00
  270.000000    0.0000000000E+00    0.0000000000E+00
  271.000000    0.0000000000E+00    0.0000000000E+00
  272.000000    0.0000000000E+00    0.0000000000E+00
  273.000000    0.0000000000E+00    0.0000000000E+00
  274.000000    0.0000000000E+00    0.0000000000E+00
  275.000000    0.0000000000E+00    0.0000000000E+00
  276.000000    0.0000000000E+00    0.0000000000E+00
  277.000000    0.0000000000E+00    0.0000000000E+00
  278.000000    0.0000000000E+00    0.0000000000E+00
  279.000000    0.0000000000E+00    0.0000000000E+00
  280.000000    0.0000000000E+00    0.0000000000E+00
  281.000000    0.0000000000E+00    0.0000000000E+00
  282.000000    0.0000000000E+00    0.0000000000E+00
  283.000000    0.0000000000E+00    0.0000000000E+00
  284.000000    0.0000000000E+00    0.0000000000E+00
  285.000000    0.0000000000E+00    0.0000000000E+00
  286.000000    0.0000000000E+00    0.0000000000E+00
  287.000000    0.0000000000E+00    0.0000000000E+00
  288.000000    0.0000000000E+00    0.0000000000E+00
  289.000000    0.0000000000E+00    0.0000000000E+00
  290.000000    3.8183730152E-12    1.5400566105E-31
  291.000000    1.1149651019E-11    4.4969660346E-31
  292.000000    2.6842558098E-11    1.0826354281E-30
  293.000000    7.4475567185E-11    3.0038078812E-30
  294.000000    1.0274122041E-09    4.1438407153E-29
  295.000000    7.0394542082E-10    2.8392087269E-29
  296.000000    6.8366647729E-10    2.7574180771E-29
  297.000000    1.0592248561E-09    4.2721500364E-29
  298.000000    3.5291427078E-09    1.4234019397E-28
  299.000000    2.3761447934E-08    9.5836563948E-28
  300.000000    3.3763056695E-09    1.3617584884E-28
  301.000000    1.6057384802E-09    6.4763923044E-29
  302.000000    1.8845208616E-09    7.6007996049E-29
  303.000000    7.4095309782E-09    2.9884710367E-28
  304.000000    1.9698859861E-08    7.9451010224E-28
  305.000000    3.0055540063E-09    1.2122239753E-28
  306.000000    2.3017504292E-09    9.2836031209E-29
  307.000000    7.6703297048E-09    3.0936584559E-28
  308.000000    2.1192469258E-08    8.5475154583E-28
  309.000000    2.9818593497E-09    1.2026672577E-28
  310.000000    2.9775776772E-09    1.2009403394E-28
  311.000000    2.5602586446E-08    1.0326239041E-27
  312.000000    5.5524431165E-09    2.2394555722E-28
  313.000000    2.2656009803E-09    9.1378022853E-29
  314.000000    7.3925491612E-09    2.9816217951E-28
  315.000000    8.8611279312E-09    3.5739406790E-28
  316.000000    1.7394639821E-09    7.0157446472E-29
  317.000000    3.8352171343E-09    1.5468503147E-28
  318.000000    7.0340231134E-09    2.8370182145E-28
  319.000000    9.5669520052E-10    3.8586192651E-29
  320.000000    1.9230198828E-09    7.7560769229E-29
  321.000000    2.1539039044E-10    8.6872967443E-30
  322.000000    1.7691703270E-10    7.1355586433E-30
  323.000000    5.3030228344E-10    2.1388573979E-29
  324.000000    9.3884617623E-10    3.7866291590E-29
  325.000000    7.4571706239E-09    3.0076854380E-28
  326.000000    1.1128074498E-09    4.4882636202E-29
  327.000000    5.0363170461E-09    2.0312874956E-28
  328.000000    3.4242891221E-09    1.3811115566E-28
  329.000000    1.7758919281E-09    7.1626687400E-29
  330.000000    4.3408372585E-08    1.7507810495E-27
  331.000000    1.9422500964E-09    7.8336377517E-29
  332.000000    5.0695409640E-09    2.0446876307E-28
  333.000000    4.9143314340E-09    1.9820872871E-28
  334.000000    2.0515369104E-09    8.2744220324E-29
  335.000000    4.7380860160E-08    1.9110025817E-27
  336.000000    1.7891276573E-09    7.2160521370E-29
  337.000000    8.8981151416E-09    3.5888586552E-28
  338.000000    2.6390212067E-09    1.0643910478E-28
  339.000000    2.5548940278E-09    1.0304602041E-28
  340.000000    7.1586284921E-09    2.8872750481E-28
  341.000000    1.4695231465E-09    5.9269977738E-29
  342.000000    4.7109283102E-08    1.9000491195E-27
  343.000000    1.2064855563E-09    4.8660936191E-29
  344.000000    1.0085540478E-08    4.0677804975E-28
  345.000000    1.2559334915E-09    5.0655309689E-29
  346.000000    2.6802782181E-09    1.0810311542E-28
  347.000000    1.5808593436E-09    6.3760477896E-29
  348.000000    1.2373517669E-09    4.9905856775E-29
  349.000000    2.4990110088E-09    1.0079210199E-28
  350.000000    7.3858951182E-10    2.9789380335E-29
  351.000000    5.0173967707E-09    2.0236564194E-28
  352.000000    4.8727593899E-10    1.9653201193E-29
  353.000000    1.3331030878E-08    5.3767775297E-28
  354.000000    3.5649472559E-10    1.4378429152E-29
  355.000000    1.7706424407E-08    7.1414960893E-28
  356.000000    2.6673118352E-10    1.0758014494E-29
  357.000000    6.3379840735E-09    2.5562862063E-28
  358.000000    1.9743200749E-10    7.9629849425E-30
  359.000000    2.6065103852E-09    1.0512785244E-28
  360.000000    6.6337642378E-11    2.6755826175E-30
  361.000000    1.6136501801E-11    6.5083024024E-31
  362.000000    7.5247837676E-12    3.0349557095E-31
  363.000000    0.0000000000E+00    0.0000000000E+00
  364.000000    0.0000000000E+00    0.0000000000E+00
  365.000000    0.0000000000E+00    0.0000000000E+00
  366.000000    0.0000000000E+00    0.0000000000E+00
  367.000000    0.0000000000E+00    0.0000000000E+00
  368.000000    0.0000000000E+00    0.0000000000E+00
  369.000000    0.0000000000E+00    0.0000000000E+00
  370.000000    0.0000000000E+00    0.0000000000E+00
  371.000000    0.0000000000E+00    0.0000000000E+00
  372.000000    0.0000000000E+00    0.0000000000E+00
  373.000000    0.0000000000E+00    0.0000000000E+00
  374.000000    0.0000000000E+00    0.0000000000E+00
  375.000000    0.0000000000E+00    0.0000000000E+00
  376.000000    0.0000000000E+00    0.0000000000E+00
  377.000000    0.0000000000E+00    0.0000000000E+00
  378.000000    0.0000000000E+00    0.0000000000E+00
  379.000000    0.0000000000E+00    0.0000000000E+00
  380.000000    0.0000000000E+00    0.0000000000E+00
  381.000000    0.0000000000E+00    0.0000000000E+00
  382.000000    0.0000000000E+00    0.0000000000E+00
  383.000000    0.0000000000E+00    0.0000000000E+00
  384.000000    0.0000000000E+00    0.0000000000E+00
  385.000000    0.0000000000E+00    0.0000000000E+00
  386.000000    0.0000000000E+00    0.0000000000E+00
  387.000000    0.0000000000E+00    0.0000000000E+00
  388.000000    0.0000000000E+00    0.0000000000E+00
  389.000000    0.0000000000E+00    0.0000000000E+00
  390.000000    0.0000000000E+00    0.0000000000E+00
  391.000000    0.0000000000E+00    0.0000000000E+00
  392.000000    0.0000000000E+00    0.0000000000E+00
  393.000000    0.0000000000E+00    0.0000000000E+00
  394.000000    0.0000000000E+00    0.0000000000E+00
  395.000000    0.0000000000E+00    0.0000000000E+00
  396.000000    0.0000000000E+00    0.0000000000E+00
  397.000000    0.0000000000E+00    0.0000000000E+00
  398.000000    0.0000000000E+00    0.0000000000E+00
  399.000000    0.0000000000E+00    0.0000000000E+00
  400.000000    0.0000000000E+00    0.0000000000E+00
  401.000000    5.6689523478E-12    2.2864470032E-31
  402.000000    1.1255283721E-11    4.5395706570E-31
  403.000000    2.1881655545E-11    8.8254835595E-31
  404.000000    4.7870946304E-11    1.9307691263E-30
  405.000000    1.3027979657E-10    5.2545484980E-30
  406.000000    3.2934996857E-09    1.3283605196E-28
  407.000000    7.1593026049E-10    2.8875469366E-29
  408.000000    5.7867238063E-09    2.3339475257E-28
  409.000000    2.8594106914E-09    1.1532802897E-28
  410.000000    1.2357532524E-09    4.9841384213E-29
  411.000000    2.0453509478E-09    8.2494723156E-29
  412.000000    1.9524114078E-09    7.8746211617E-29
  413.000000    3.0347538826E-09    1.2240011019E-28
  414.000000    1.2385322538E-10    4.9953469112E-30
  415.000000    1.1490397053E-10    4.6343984384E-30
  416.000000    1.5310780849E-10    6.1752660528E-30
  417.000000    2.2455585527E-10    9.0569655701E-30
  418.000000    4.0728089035E-10    1.6426777190E-29
  419.000000    1.0308670536E-09    4.1577750892E-29
  420.000000    7.7342704925E-09    3.1194475636E-28
  421.000000    7.3590711432E-08    2.9681191743E-27
  422.000000    2.4257063068E-09    9.7835518372E-29
  423.000000    7.4901563529E-10    3.0209895049E-29
  424.000000    7.8324554100E-09    3.1590482864E-28
  425.000000    6.1890886735E-09    2.4962325280E-28
  426.000000    3.6971371204E-09    1.4911587840E-28
  427.000000    2.8558222216E-09    1.1518329595E-28
  428.000000    1.7843760122E-09    7.1968874234E-29
  429.000000    3.3726132235E-09    1.3602692217E-28
  430.000000    4.0725650196E-09    1.6425793538E-28
  431.000000    4.0912296195E-09    1.6501073089E-28
  432.000000    2.5279769250E-08    1.0196037838E-27
  433.000000    1.4935377015E-08    6.0238551890E-28
  434.000000    3.7794416300E-09    1.5243544942E-28
  435.000000    6.5738799643E-09    2.6514296155E-28
  436.000000    4.0319332996E-08    1.6261914450E-27
  437.000000    1.7990020169E-08    7.2558781905E-28
  438.000000    9.3652969762E-09    3.7772861530E-28
  439.000000    1.3949868560E-07    5.6263720716E-27
  440.000000    1.8107623556E-08    7.3033109250E-28
  441.000000    1.4780730586E-08    5.9614819600E-28
  442.000000    3.6489092111E-07    1.4717071196E-26
  443.000000    1.9987272630E-08    8.0614259571E-28
  444.000000    2.1189040400E-08    8.5461325041E-28
  445.000000    4.5574552687E-07    1.8381491503E-26
  446.000000    3.2716991515E-08    1.3195677546E-27
  447.000000    2.6316808804E-08    1.0614304889E-27
  448.000000    4.6289352457E-07    1.8669790238E-26
  449.000000    6.4972413688E-08    2.6205191269E-27
  450.000000    3.8707150068E-08    1.5611675993E-27
  451.000000    5.2657849768E-07    2.1238383287E-26
  452.000000    8.3885768407E-08    3.3833476102E-27
  453.000000    6.6033309800E-08    2.6633080336E-27
  454.000000    6.2343647950E-07    2.5144936538E-26
  455.000000    1.0112797606E-07    4.0787740594E-27
  456.000000    1.0303222483E-07    4.1555777370E-27
  457.000000    8.2346670833E-07    3.3212715013E-26
  458.000000    1.3039328470E-07    5.2591257914E-27
  459.000000    9.2946403481E-08    3.7487883591E-27
  460.000000    1.1628542447E-06    4.6901163387E-26
  461.000000    1.4978584779E-07    6.0412820886E-27
  462.000000    9.9749033872E-08    4.0231574650E-27
  463.000000    1.3558958359E-06    5.4687070562E-26
  464.000000    1.1149532587E-07    4.4969182675E-27
  465.000000    1.2113179174E-07    4.8855838825E-27
  466.000000    7.9769028854E-07    3.2173079924E-26
  467.000000    1.0579397372E-07    4.2669667928E-27
  468.000000    1.2347791711E-07    4.9802096793E-27
  469.000000    3.3091507788E-07    1.3346730431E-26
  470.000000    3.1928676018E-07    1.2877727862E-26
  471.000000    4.5261621356E-06    1.8255277547E-25
  472.000000    1.1973688857E-06    4.8293235370E-26
  473.000000    2.9975047754E-07    1.2089774954E-26
  474.000000    1.0227877979E-07    4.1251891918E-27
  475.000000    2.1507761753E-07    8.6746817382E-27
  476.000000    4.9842235481E-07    2.0102767311E-26
  477.000000    9.5958748006E-08    3.8702846372E-27
  478.000000    3.6663866738E-07    1.4787562690E-26
  479.000000    2.8931993732E-07    1.1669082100E-26
  480.000000    2.2450235019E-06    9.0548075606E-26
  481.000000    1.9673333863E-06    7.9348056737E-26
  482.000000    4.2764159268E-07    1.7247981250E-26
  483.000000    4.6554198819E-07    1.8776610182E-26
  484.000000    2.1685122734E-06    8.7462163812E-26
  485.000000    5.6603506497E-07    2.2829776978E-26
  486.000000    5.1797141264E-07    2.0891235479E-26
  487.000000    8.1265321400E-07    3.2776576549E-26
  488.000000    1.2028204290E-06    4.8513111356E-26
  489.000000    1.7651130031E-06    7.1191943215E-26
  490.000000    6.0424062950E-07    2.4370714230E-26
  491.000000    3.9061654349E-06    1.5754657483E-25
  492.000000    6.1225023817E-07    2.4693764145E-26
  493.000000    7.8216476908E-07    3.1546892310E-26
  494.000000    2.2050587412E-06    8.8936185056E-26
  495.000000    9.2906126416E-07    3.7471638724E-26
  496.000000    1.3868360709E-06    5.5934976758E-26
  497.000000    1.3579532445E-06    5.4770051607E-26
  498.000000    8.3364052138E-07    3.3623053342E-26
  499.000000    2.3641356897E-06    9.5352203214E-26
  500.000000    1.7062992791E-06    6.8819821265E-26
  501.000000    1.0657917631E-06    4.2986362086E-26
  502.000000    6.6085373863E-06    2.6654079229E-25
  503.000000    8.8837217034E-07    3.5830533791E-26
  504.000000    1.0801855397E-06    4.3566903346E-26
  505.000000    1.5303384334E-05    6.1722828316E-25
  506.000000    1.2695135373E-06    5.1203030909E-26
  507.000000    3.5341731490E-06    1.4254308573E-25
  508.000000    3.4831969310E-05    1.4048707231E-24
  509.000000    2.7417074484E-05    1.1058072805E-24
  510.000000    8.8893182559E-06    3.5853106252E-25
  511.000000    2.8369924339E-05    1.1442383796E-24
  512.000000    7.3100658392E-06    2.9483539648E-25
  513.000000    6.2937514510E-06    2.5384459528E-25
  514.000000    2.9296128894E-05    1.1815947993E-24
  515.000000    7.5492981587E-06    3.0448430490E-25
  516.000000    6.9380189093E-06    2.7982970345E-25
  517.000000    3.7904377410E-05    1.5287895332E-24
  518.000000    1.2014397251E-05    4.8457423707E-25
  519.000000    7.7217892077E-06    3.1144135124E-25
  520.000000    5.3396926029E-05    2.1536473410E-24
  521.000000    2.0368982982E-05    8.2153804160E-25
